yard_id,yard_name,yard_level,yard_type,handling_capacity,sent_demand,received_demand,usage
10597,TRIGG STREET,3,local,1500,0,0,0
10599,VENICE,3,local,1500,0,0,0
10600,VICKSBURG,3,local,1500,0,0,0
10601,WABASHA,3,local,1500,0,0,0
10602,WALL STREET,3,local,1500,0,0,0
10603,WASECA,3,local,1500,0,0,0
10604,WEST,3,local,1500,0,0,0
10605,WEST DAVENPORT,3,local,1500,0,0,0
10606,WOOD RIVER,3,local,1500,0,0,0
10607,WYLIE,3,local,1500,0,0,0
10608,BURR OAK,3,local,1500,0,0,0
10609,HARBOR,3,local,1500,0,0,0
10610,IRONDALE,3,local,1500,0,0,0
10611,BAYONNE,3,local,1500,0,0,0
10612,BAYWAY (CSAO),3,local,1500,0,0,0
10613,BOUND BROOK,3,local,1500,0,0,0
10616,CROXTON,3,local,1500,0,0,0
10617,DEEPWATER,3,local,1500,0,0,0
10618,DOREMUS,3,local,1500,0,0,0
10619,DOREMUS AUTORAMP,3,local,1500,0,0,0
10620,EDISON,3,local,1500,0,0,0
10621,ERAIL,3,intermodal,5000,0,0,0
10622,FRANKFORD JCT YARD,3,local,1500,0,0,0
10624,HUNTER,3,local,1500,0,0,0
10625,LINCOLN,3,local,1500,0,0,0
10626,LINCOLN AUTO,3,local,1500,0,0,0
10627,LIVERNOIS,3,local,1500,0,0,0
10628,LOWER,3,local,1500,0,0,0
10629,MACK,3,local,1500,0,0,0
10630,MEADOWS,3,local,1500,0,0,0
10631,MEADOWS IMF,3,local,1500,0,0,0
10632,MEADOWS MAINTENANCE,3,local,1500,0,0,0
10636,MORRISVILLE YARD,3,local,1500,0,0,0
10638,NORTH BERGEN,3,local,1500,0,0,0
10639,PAULSBORO,3,local,1500,0,0,0
10642,PORT ELIZABETH EXPRESSRAIL,3,local,1500,0,0,0
10643,PORT ELIZABETH PORTSIDE,3,local,1500,0,0,0
10644,PORT NEWARK,3,local,1500,0,0,0
10646,PORTSIDE TRIPLE CROWN,3,local,1500,0,0,0
10647,RIVER ROUGE,3,local,1500,0,0,0
10648,SALEM (CSAO),3,local,1500,0,0,0
10649,SOUTH KEARNY,3,local,1500,0,0,0
10651,STERLING,3,local,1500,0,0,0
10653,STONEY CREEK YARD,3,local,1500,0,0,0
10654,UPPER,3,local,1500,0,0,0
10656,WILSON AVENUE,3,local,1500,0,0,0
10657,ENTIAT,3,local,1500,0,0,0
10658,ENTIAT YARD,3,local,1500,0,0,0
10659,OMAK,3,local,1500,0,0,0
10662,EAST HARTFORD,3,local,1500,0,0,0
10663,BURNHAM (CSS),3,local,1500,0,0,0
10664,48TH AVE,3,local,1500,0,0,0
10665,59TH ST INTERMODAL,3,local,1500,0,0,0
10666,ACCA,3,local,1500,0,0,0
10667,ADM LEAD,3,local,1500,0,0,0
10668,AK STEEL,3,local,1500,0,0,0
10669,ALLIED,3,local,1500,0,0,0
10670,AMPTHILL YARD,3,local,1500,0,0,0
10671,AMSTERDAM,3,local,1500,0,0,0
10672,ANDREWS,3,local,1500,0,0,0
10673,ANSONIA,3,local,1500,0,0,0
10674,ASHLAND,3,local,1500,0,0,0
10675,ASHTABULA,3,local,1500,0,0,0
10676,ATHENS,3,local,1500,0,0,0
10677,ATKINSON NORTH,3,local,1500,0,0,0
10678,ATLANTA AUTO RAMP,3,local,1500,0,0,0
10679,ATWOOD,3,local,1500,0,0,0
10680,AUBURNDALE,3,local,1500,0,0,0
10682,AVON,3,intermodal,5000,0,0,0
10684,BAKER,3,local,1500,0,0,0
10685,BALDWIN,3,local,1500,0,0,0
10686,BARR,3,local,1500,0,0,0
10687,BATAVIA,3,local,1500,0,0,0
10688,BAYOU CASSOTTE,3,local,1500,0,0,0
10689,BAYSIDE COAL,3,local,1500,0,0,0
10690,BELLE ISLE POCKET,3,local,1500,0,0,0
10691,BELLWOOD,3,local,1500,0,0,0
10692,BENNETT,3,local,1500,0,0,0
10693,BENNING,3,local,1500,0,0,0
10695,BIDS TERMINAL,3,local,1500,0,0,0
10699,BOOTH TRANSFLO,3,local,1500,0,0,0
10700,BOSTIC,3,local,1500,0,0,0
10701,BOSTON NORTH,3,local,1500,0,0,0
10702,BOULEVARD,3,local,1500,0,0,0
10705,BRAINTREE,3,local,1500,0,0,0
10710,BRUCETON,3,local,1500,0,0,0
10711,BRUNSWICK,3,local,1500,0,0,0
10713,C&O,3,local,1500,0,0,0
10715,CALHOUN,3,local,1500,0,0,0
10719,CARTHAGE,3,local,1500,0,0,0
10720,CAYCE,3,local,1500,0,0,0
10722,CENTRAL FLORIDA ILC,3,local,1500,0,0,0
10723,CEREDO,3,local,1500,0,0,0
10725,CHARLESTON INTRMDL,3,local,1500,0,0,0
10726,CHARLOTTE TRANSFLO,3,local,1500,0,0,0
10727,CHESAPEAKE,3,local,1500,0,0,0
10728,CHESTER TRANS-FLO,3,local,1500,0,0,0
10729,CHILLICOTHE,3,local,1500,0,0,0
10730,CLARK AVE,3,local,1500,0,0,0
10732,CLIFTON FORGE,3,local,1500,0,0,0
10733,CLOPTON,3,local,1500,0,0,0
10734,COGEN LEAD,3,local,1500,0,0,0
10735,COLLIER,3,local,1500,0,0,0
10736,COLLINGWOOD,3,local,1500,0,0,0
10737,COLUMBIA AUTO RAMP YARD,3,local,1500,0,0,0
10738,CONCORD,3,local,20000,0,0,0
10739,CONNELLSVILLE,3,local,1500,0,0,0
10740,COOSA PINES,3,local,1500,0,0,0
10741,CORBIN,3,local,1500,0,0,0
10742,CRAVENS,3,local,1500,0,0,0
10743,CUMBERLAND,3,local,1500,0,0,0
10744,CURTIS,3,local,1500,0,0,0
10745,CURTIS BAY,3,local,1500,0,0,0
10749,DECOURSEY,3,local,1500,0,0,0
10750,DEMMLER,3,local,1500,0,0,0
10751,DEMMLER TRANSFER,3,local,1500,0,0,0
10752,DETROIT-CENTRAL,3,local,1500,0,0,0
10753,DETROIT-WEST,3,local,1500,0,0,0
10754,DEWITT,3,local,1500,0,0,0
10755,DEWITT SHOPS,3,local,1500,0,0,0
10756,DICKERSON STORAGE,3,local,1500,0,0,0
10759,DUNKIRK,3,local,1500,0,0,0
10760,DUPONT RICHMOND LEAD,3,local,1500,0,0,0
10761,DURHAM,3,local,1500,0,0,0
10762,EAST BUFFALO,3,local,20000,0,0,0
10763,EAST CHICAGO,3,local,1500,0,0,0
10764,EAST SIDE YARD,3,local,1500,0,0,0
10765,EAST TAMPA,3,local,1500,0,0,0
10766,ELIZABETHPORT,3,local,1500,0,0,0
10769,ERIE (CSXT),3,intermodal,5000,0,0,0
10771,ETOWAH,3,local,1500,0,0,0
10772,FAIRBORN INTERMODAL,3,local,1500,0,0,0
10773,FAIRFIELD AUTOLOAD,3,local,1500,0,0,0
10774,FAIRMONT,3,local,1500,0,0,0
10777,FLEXI-FLO YARD,3,local,1500,0,0,0
10779,FOOTE,3,local,1500,0,0,0
10780,FORD,3,local,1500,0,0,0
10781,FORD LEAD,3,local,1500,0,0,0
10783,FOREST HILL,3,local,1500,0,0,0
10786,FRAMINGHAM GM PLANT,3,local,20000,0,0,0
10787,FRESH POND (CSXT),3,local,1500,0,0,0
10788,FRONTIER,3,local,1500,0,0,0
10789,FULCO JCT,3,local,1500,0,0,0
10792,GENTILLY,3,local,1500,0,0,0
10793,GEORGETOWN,3,local,1500,0,0,0
10794,GLADSTONE,3,local,1500,0,0,0
10796,GRAND BLANC,3,local,1500,0,0,0
10798,GRAYS,3,local,1500,0,0,0
10800,GREENWICH YARDS,3,local,1500,0,0,0
10801,GUTHRIE,3,local,1500,0,0,0
10802,HAGERSTOWN,3,local,1500,0,0,0
10803,HALLEY,3,local,1500,0,0,0
10804,HAMBURG STREET,3,local,1500,0,0,0
10805,HAMLET,3,local,1500,0,0,0
10807,HARPSTER,3,local,1500,0,0,0
10809,HILL,3,local,1500,0,0,0
10811,HINTON,3,local,1500,0,0,0
10813,HONDA INTERMODAL A,3,intermodal,5000,0,0,0
10815,HOPEWELL (CSXT),3,local,1500,0,0,0
10816,HORNERSTOWN,3,local,1500,0,0,0
10817,HOWELL,3,local,1500,0,0,0
10818,HULSEY,3,local,1500,0,0,0
10819,HUNTINGTON,3,local,1500,0,0,0
10821,INGREDION WINSTON SALEM,3,local,1500,0,0,0
10823,IRBY JCT,3,local,1500,0,0,0
10824,IVORYDALE,3,local,1500,0,0,0
10825,JACKSONVILLE,3,local,1500,0,0,0
10826,JESSUP,3,local,1500,0,0,0
10827,JESSUP AUTOLOAD,3,local,1500,0,0,0
10828,JOHNSTOWN (CLINTON ST),3,local,1500,0,0,0
10829,KAYNE AVE,3,local,1500,0,0,0
10830,KENMORE,3,local,1500,0,0,0
10832,KINGSPORT,3,local,1500,0,0,0
10833,KINGSTON,3,local,1500,0,0,0
10834,LAKEFRONT DOCKS,3,local,1500,0,0,0
10835,LEEWOOD (CSXT),3,local,1500,0,0,0
10836,LEHIGH,3,local,1500,0,0,0
10837,LIMA,3,local,1500,0,0,0
10838,LITTLE FERRY (CSXT),3,local,20000,0,0,0
10839,LORDSTOWN,3,local,1500,0,0,0
10840,LORDSTOWN CSX AUTOLOAD,3,local,1500,0,0,0
10843,LYONS,3,local,1500,0,0,0
10846,MARTIN,3,local,20000,0,0,0
10847,MASSENA COACH,3,local,1500,0,0,0
10848,MASSEY WEST YARD,3,local,1500,0,0,0
10850,MAXWELL,3,local,1500,0,0,0
10851,MCGREW,3,local,1500,0,0,0
10852,MCKEES ROCKS,3,local,1500,0,0,0
10853,MCKEESPORT,3,local,1500,0,0,0
10854,MEADOW CREEK,3,local,1500,0,0,0
10856,MIDDLE,3,local,1500,0,0,0
10857,MIDDLEBELT,3,local,1500,0,0,0
10859,MIDDLETOWN,3,local,1500,0,0,0
10860,MILAN,3,local,1500,0,0,0
10861,MILLDALE,3,local,1500,0,0,0
10862,MONCRIEF,3,local,1500,0,0,0
10864,MONROE,3,local,1500,0,0,0
10865,MONT CO RES RECOVERY,3,local,1500,0,0,0
10867,MT CLARE,3,intermodal,5000,0,0,0
10868,MT WINANS,3,local,1500,0,0,0
10870,NASHUA,3,local,1500,0,0,0
10871,NASHVILLE TRANSFLO,3,local,1500,0,0,0
10872,NEEDMORE,3,local,1500,0,0,0
10873,NEW,3,local,1500,0,0,0
10874,NEW BOSTON,3,local,1500,0,0,0
10875,NEW BOYLES,3,local,1500,0,0,0
10877,NEW ENGLAND AUTOMOTIVE GATEWAY,3,local,1500,0,0,0
10878,NEW RIVER,3,local,1500,0,0,0
10880,NEWBURGH,3,local,1500,0,0,0
10881,NEWELL,3,local,1500,0,0,0
10882,NEWELL YARD,3,local,1500,0,0,0
10883,NEWPORT NEWS,3,local,1500,0,0,0
10884,NIAGARA,3,local,1500,0,0,0
10885,NORTH CHARLESTON,3,local,1500,0,0,0
10886,NORTH FRAMINGHAM,3,local,1500,0,0,0
10887,NORTH MCKEES ROCK,3,local,1500,0,0,0
10888,NORTHWEST OHIO TERMINAL,3,local,1500,0,0,0
10889,OAKLAWN,3,local,1500,0,0,0
10890,OAKWORTH,3,local,1500,0,0,0
10891,OGLETHORPE (CSXT),3,local,1500,0,0,0
10893,ORLANDO,3,local,1500,0,0,0
10897,PARMA,3,local,1500,0,0,0
10898,PARSONS,3,local,1500,0,0,0
10901,PENN MARY (CSXT),3,local,1500,0,0,0
10902,PIERCE,3,local,1500,0,0,0
10903,PINOCA,3,local,1500,0,0,0
10904,PITTSFIELD,3,local,1500,0,0,0
10907,PORT SUTTON,3,local,1500,0,0,0
10908,PORT TAMPA,3,local,1500,0,0,0
10909,PORTSMOUTH,3,local,1500,0,0,0
10915,QUEENSGATE,3,local,1500,0,0,0
10916,QUEENSGATE INTERMODAL,3,local,1500,0,0,0
10917,QUINNIMONT,3,local,1500,0,0,0
10919,RADNOR,3,local,1500,0,0,0
10920,RAINELLE,3,local,1500,0,0,0
10921,RAINS,3,local,1500,0,0,0
10924,RICE,3,local,1500,0,0,0
10925,RIGBY,3,local,1500,0,0,0
10927,RIVERTON,3,local,1500,0,0,0
10928,ROBINSON,3,local,1500,0,0,0
10929,ROCHESTER,3,local,1500,0,0,0
10930,ROCK-TENN HOPEWELL PIER YARD,3,local,1500,0,0,0
10931,ROCKPORT,3,local,1500,0,0,0
10932,ROCKY MOUNT,3,local,1500,0,0,0
10934,ROSE LAKE,3,local,1500,0,0,0
10935,ROSSFORD,3,local,1500,0,0,0
10936,ROUGEMERE,3,local,1500,0,0,0
10938,RUSSELL,3,local,1500,0,0,0
10939,S&N,3,local,1500,0,0,0
10940,SANDY HOOK,3,local,1500,0,0,0
10941,SANFORD,3,local,1500,0,0,0
10942,SARGENT,3,local,1500,0,0,0
10943,SELKIRK,3,local,1500,0,0,0
10944,SENECA,3,local,1500,0,0,0
10946,SIBERT,3,local,1500,0,0,0
10948,SOUTH ANDERSON,3,intermodal,5000,0,0,0
10951,SOUTHOVER,3,local,1500,0,0,0
10952,SPARTANBURG,3,local,1500,0,0,0
10954,SPRUANCE GENCO LEAD,3,local,1500,0,0,0
10958,STRATHMORE,3,local,1500,0,0,0
10960,TAFT,3,local,1500,0,0,0
10961,TDSI,3,local,1500,0,0,0
10962,TEMPERANCE,3,local,1500,0,0,0
10963,THOMASVILLE,3,local,1500,0,0,0
10964,TILFORD,3,local,1500,0,0,0
10965,TRANSFER,3,local,1500,0,0,0
10966,TRANSFLO TERMINAL,3,local,1500,0,0,0
10967,UCETA,3,local,1500,0,0,0
10969,UTICA,3,local,1500,0,0,0
10970,VERTELLUS,3,local,1500,0,0,0
10971,WALBRIDGE,3,local,1500,0,0,0
10973,WATERTOWN,3,local,1500,0,0,0
10974,WAUHATCHIE,3,local,1500,0,0,0
10975,WAYCROSS,3,local,1500,0,0,0
10977,WEST KNOXVILLE,3,local,1500,0,0,0
10978,WEST LIMA,3,local,1500,0,0,0
10980,WEST VA CENTRAL JCT,3,local,1500,0,0,0
10981,WESTFIELD,3,local,1500,0,0,0
10982,WIDOWS CREEK,3,local,1500,0,0,0
10983,WILDWOOD,3,local,1500,0,0,0
10984,WILSMERE,3,local,1500,0,0,0
10987,WSS,3,local,1500,0,0,0
10989,WYVERN,3,local,1500,0,0,0
10991,YEMASEE,3,local,1500,0,0,0
10992,YEOMAN,3,local,1500,0,0,0
10993,PENN MARY,3,local,1500,0,0,0
10994,SEAGIRT MARINE TERMINAL,3,local,1500,0,0,0
10996,NEWARK,3,local,1500,0,0,0
10997,NEWARK WEST,3,local,1500,0,0,0
10999,3RD ST,3,local,1500,0,0,0
11000,CLEVELAND STEEL MILL,3,local,1500,0,0,0
11002,MOCKINGBIRD,3,local,1500,0,0,0
11003,ZUG ISLAND,3,local,1500,0,0,0
11004,CARROLLTON,3,local,1500,0,0,0
11005,SHERMAN (DGNO),3,local,1500,0,0,0
11007,MINIDOKA,3,local,1500,0,0,0
11011,YORK (NS),3,local,1500,0,0,0
11014,FERNANDINA BEACH,3,local,1500,0,0,0
11015,BOWDEN,3,local,1500,0,0,0
11016,CANAVERAL,3,local,1500,0,0,0
11017,COCOA-ROCKLEDGE,3,local,1500,0,0,0
11018,FORT LAUDERDALE,3,local,1500,0,0,0
11019,FORT PIERCE,3,local,1500,0,0,0
11020,FRONTENAC,3,local,1500,0,0,0
11023,PORT EVERGLADES ICTF,3,local,1500,0,0,0
11024,PORT OF PALM BEACH,3,local,1500,0,0,0
11025,WEST PALM BEACH,3,local,1500,0,0,0
11026,TALLAHASSEE,3,local,1500,0,0,0
11028,SOLVAY,3,local,1500,0,0,0
11030,FORE RIVER SHIPYARD,3,local,1500,0,0,0
11032,FORT SMITH (FSR),3,local,1500,0,0,0
11034,8TH AVENUE,3,local,1500,0,0,0
11035,GWINNETT STREET,3,local,1500,0,0,0
11036,MACON,3,local,1500,0,0,0
11037,CK&S,3,local,1500,0,0,0
11040,ALBANY (GFRR),3,local,1500,0,0,0
11041,DOSAGA,3,local,1500,0,0,0
11042,FIRESTONE,3,local,1500,0,0,0
11043,PERRY,3,local,1500,0,0,0
11048,BELLOWS FALLS,3,local,1500,0,0,0
11049,NORTH WALPOLE,3,local,1500,0,0,0
11051,TRINITY,3,local,1500,0,0,0
11052,NORTH GRAFTON,3,local,1500,0,0,0
11054,GENESEE,3,local,1500,0,0,0
11056,WENONA,3,local,1500,0,0,0
11061,IOWA CITY,3,local,1500,0,0,0
11062,SHORTLINE,3,local,1500,0,0,0
11063,BLUE ISLAND,3,local,1500,0,0,0
11064,BURNHAM,3,local,1500,0,0,0
11065,CALUMENT CITY,3,local,1500,0,0,0
11066,GIBSON,3,local,1500,0,0,0
11067,GIBSON TRANSFER,3,local,1500,0,0,0
11068,LAKE FRONT,3,local,1500,0,0,0
11069,MICHIGAN AVE,3,local,1500,0,0,0
11070,NORPAUL,3,local,1500,0,0,0
11071,POWERTON,3,local,1500,0,0,0
11075,HULMAN,3,local,1500,0,0,0
11076,PALESTINE,3,local,1500,0,0,0
11078,FORD ENGINE PLANT,3,local,1500,0,0,0
11079,FORD PARK,3,local,1500,0,0,0
11081,MCCULLOUGH,3,local,20000,0,0,0
11083,ASHBY,3,local,1500,0,0,0
11086,HOLLOW,3,local,1500,0,0,0
11088,GILROY YARD,3,local,1500,0,0,0
11089,SAN JOSE YARD,3,local,1500,0,0,0
11091,STOCKTON YARD (CALTRAIN SHOPS),3,local,1500,0,0,0
11092,TAMIEN YARD,3,local,1500,0,0,0
11093,ARMOURDALE,3,local,1500,0,0,0
11094,ARMSTRONG,3,local,1500,0,0,0
11095,BLUE RIVER,3,local,1500,0,0,0
11096,MILL ST YARD (KCS),3,local,1500,0,0,0
11097,ALLOY,3,local,1500,0,0,0
11098,HOBSON,3,local,1500,0,0,0
11102,SALINA,3,local,1500,0,0,0
11109,EXCHANGE AVE A YARD,3,local,1500,0,0,0
11112,LUBBOCK (WTLC),3,local,1500,0,0,0
11114,FRESH POND (NYA),3,local,1500,0,0,0
11118,POND,3,local,1500,0,0,0
11119,JEFFERSONVILLE,3,local,1500,0,0,0
11120,LRPA,3,local,1500,0,0,0
11121,EAGLE MILLS YARD,3,local,1500,0,0,0
11122,EUCLID YARD,3,local,1500,0,0,0
11126,LSRC,3,local,1500,0,0,0
11128,BEACON PARK,3,local,1500,0,0,0
11129,FITCHBURG,3,local,1500,0,0,0
11130,FRAMINGHAM,3,local,1500,0,0,0
11131,WORCESTER,3,local,1500,0,0,0
11133,MCCLOUD YARD,3,local,1500,0,0,0
11134,INTERNATIONAL FALLS,3,local,1500,0,0,0
11136,RIVERSIDE YARD,3,local,1500,0,0,0
11139,EAST CARTHAGE,3,local,1500,0,0,0
11140,NEVADA,3,local,1500,0,0,0
11141,MERIDIAN (MNBR),3,local,1500,0,0,0
11149,MOSS POINT,3,local,1500,0,0,0
11151,LOCK HAVEN,3,local,1500,0,0,0
11152,SUNNYSIDE,3,local,1500,0,0,0
11154,NORFOLK,3,local,1500,0,0,0
11162,55TH ST,3,local,1500,0,0,0
11163,LANDERS,3,local,1500,0,0,0
11164,SOUTH KEARNY (NJRC),3,local,1500,0,0,0
11165,DOVER,3,local,1500,0,0,0
11166,DOVER YARD,3,local,1500,0,0,0
11169,ST CLOUD,3,local,1500,0,0,0
11171,GOULDSBORO,3,local,1500,0,0,0
11172,CLAIBORNE,3,local,1500,0,0,0
11173,COTTON WAREHOUSE,3,local,1500,0,0,0
11174,FRANCE,3,local,1500,0,0,0
11175,GULF GATEWAY TERMINAL,3,local,1500,0,0,0
11176,NAPOLEON AVE ICTF,3,local,1500,0,0,0
11177,NOPB SOUTH YARD,3,local,1500,0,0,0
11178,PAULINE STREET,3,local,1500,0,0,0
11179,NEW ORLEANS UNION STATION,3,local,1500,0,0,0
11181,97TH ST,3,local,1500,0,0,0
11182,A O SMITH,3,local,1500,0,0,0
11183,ABRAMS,3,local,1500,0,0,0
11184,ABRAMS YARD,3,local,1500,0,0,0
11185,ALBANY,3,local,1500,0,0,0
11186,ALBANY (NS),3,local,1500,0,0,0
11187,ALTOONA,3,local,1500,0,0,0
11188,AMERICUS,3,local,1500,0,0,0
11189,ANDREWS-COLUMBIA,3,local,1500,0,0,0
11191,ASHLAND AVE,3,local,1500,0,0,0
11192,ASHTABULA HARBOR,3,local,1500,0,0,0
11193,BAKER STREET,3,local,1500,0,0,0
11194,BANNON,3,local,1500,0,0,0
11195,BAYVIEW INTERMODAL,3,local,1500,0,0,0
11196,BEAR CAR SHOP,3,local,1500,0,0,0
11197,BELLEVUE,3,local,1500,0,0,0
11198,BENSON,3,local,1500,0,0,0
11199,BETHLEHEM INTERMODAL YARD,3,local,1500,0,0,0
11200,BINGHAMTON,3,local,1500,0,0,0
11201,BIRMINGHAM REG INTERMODAL,3,local,1500,0,0,0
11202,BISON,3,local,1500,0,0,0
11203,BLAIR,3,local,1500,0,0,0
11204,BLUEFIELD,3,local,1500,0,0,0
11205,BMW CLASSIFICATION,3,local,1500,0,0,0
11206,BOAT,3,local,1500,0,0,0
11207,BROADWAY,3,local,1500,0,0,0
11209,BUCKEYE,3,local,1500,0,0,0
11210,BUFFALO JUNCTION,3,local,1500,0,0,0
11211,BUFFALO S K,3,local,1500,0,0,0
11212,BURNS HARBOR,3,local,1500,0,0,0
11213,CALUMET,3,local,1500,0,0,0
11214,CAMPBELL,3,local,1500,0,0,0
11215,CANTON,3,local,1500,0,0,0
11216,CARGILL,3,local,1500,0,0,0
11217,CHALMETTE,3,local,1500,0,0,0
11219,CHARLOTTE,3,local,1500,0,0,0
11221,CHRYSLER,3,local,1500,0,0,0
11223,CLARKSON,3,local,1500,0,0,0
11224,CLEVELAND TERMINAL,3,local,1500,0,0,0
11225,COAPMAN,3,local,1500,0,0,0
11226,COLEHOUR,3,local,1500,0,0,0
11228,CONEMAUGH,3,local,1500,0,0,0
11229,CONNEAUT,3,local,1500,0,0,0
11230,CONWAY,3,local,1500,0,0,0
11231,CONWAY RIVER TERMINAL,3,local,1500,0,0,0
11232,COSTER,3,local,1500,0,0,0
11233,COSTER BULK TRANSFER,3,local,1500,0,0,0
11234,CREWE,3,local,1500,0,0,0
11235,DAISEY,3,local,1500,0,0,0
11236,DAISEY AUTO LOT,3,local,1500,0,0,0
11237,DAYTON,3,local,1500,0,0,0
11238,DE BUTTS,3,local,1500,0,0,0
11239,DECATUR,3,local,1500,0,0,0
11240,DETROIT,3,local,1500,0,0,0
11241,DILLARD,3,local,1500,0,0,0
11242,DISMAL,3,local,1500,0,0,0
11243,DRAGON,3,local,1500,0,0,0
11244,DUNDALK INTERMODAL,3,intermodal,5000,0,0,0
11246,EANES,3,local,1500,0,0,0
11247,EAST 55TH ST,3,local,1500,0,0,0
11248,EAST DURHAM,3,local,1500,0,0,0
11249,EAST PENN YARD,3,local,1500,0,0,0
11250,EAST WAYNE,3,local,1500,0,0,0
11251,ECO-ENERGY AUGUSTA,3,local,1500,0,0,0
11252,EDGE MOOR,3,local,1500,0,0,0
11253,ELKHART,3,local,1500,0,0,0
11254,ELMIRA,3,local,1500,0,0,0
11256,ELYRIA,3,local,1500,0,0,0
11257,EMORY GAP,3,local,1500,0,0,0
11258,ETNA,3,local,1500,0,0,0
11259,FAIRLANE,3,local,1500,0,0,0
11260,FERRONA,3,local,1500,0,0,0
11261,FLAT TOP,3,local,1500,0,0,0
11262,FORD JCT,3,local,1500,0,0,0
11263,FORREST,3,local,1500,0,0,0
11264,FORRESTVILLE,3,local,1500,0,0,0
11265,FOSTORIA MIXING CENTER,3,local,1500,0,0,0
11266,FOUNDATION LEAD,3,local,1500,0,0,0
11267,FRANKFORT,3,local,1500,0,0,0
11268,FRANKLIN COUNTY RIF,3,local,1500,0,0,0
11269,FRISCO,3,local,1500,0,0,0
11270,FRONT ST,3,local,1500,0,0,0
11271,GANG MILLS,3,intermodal,5000,0,0,0
11272,GENERAL MOTORS,3,local,1500,0,0,0
11274,GEORGETOWN INTERMODAL,3,local,1500,0,0,0
11275,GEST STREET,3,local,1500,0,0,0
11277,GM AUTOLOAD,3,local,1500,0,0,0
11280,GOODRICH,3,local,1500,0,0,0
11281,GORDON,3,local,1500,0,0,0
11282,GOULD,3,local,1500,0,0,0
11283,GREER INLAND PORT,3,local,1500,0,0,0
11284,H. CRAIG LEWIS  (DILLERVILLE),3,local,1500,0,0,0
11285,HAMBURG,3,local,1500,0,0,0
11287,HARRISBURG YARD,3,local,1500,0,0,0
11288,HASELTON,3,local,1500,0,0,0
11290,HATTIESBURG,3,local,1500,0,0,0
11291,HAYNE,3,local,1500,0,0,0
11292,HAZLETON,3,local,1500,0,0,0
11293,HEARTLAND INTERMODAL,3,local,1500,0,0,0
11294,HEGEWISCH MIXING CTR,3,local,1500,0,0,0
11295,HIGH POINT,3,local,1500,0,0,0
11297,HOBBIE,3,local,1500,0,0,0
11298,HOMESTEAD,3,local,1500,0,0,0
11299,HUNTINGBURG,3,local,1500,0,0,0
11301,INDUSTRY,3,local,1500,0,0,0
11302,IRONTON,3,local,1500,0,0,0
11303,ISLAND AVENUE,3,local,1500,0,0,0
11304,JUNIATA SHOPS,3,local,1500,0,0,0
11305,KANKAKEE (NS),3,local,1500,0,0,0
11306,KENOVA,3,local,1500,0,0,0
11307,KENOVA BELT,3,local,1500,0,0,0
11308,KEYSTONE,3,local,1500,0,0,0
11309,KINGSPORT TANK,3,local,1500,0,0,0
11310,KLINES,3,local,1500,0,0,0
11311,KNOXVILLE CITY,3,local,1500,0,0,0
11312,LAMBERTS POINT,3,local,1500,0,0,0
11313,LANGDALE,3,local,1500,0,0,0
11315,LINNVILLE,3,local,1500,0,0,0
11316,LUDLOW,3,local,1500,0,0,0
11317,M&E JCT,3,local,1500,0,0,0
11318,MADISON (UP),3,local,1500,0,0,0
11319,MAIDSVILLE,3,local,1500,0,0,0
11320,MALLARD,3,local,1500,0,0,0
11322,MARCUS HOOK,3,local,1500,0,0,0
11323,MEHOOPANY YARD,3,local,1500,0,0,0
11324,MERCEDES-BENZ PLANT,3,local,1500,0,0,0
11326,MINGO (NS),3,local,1500,0,0,0
11327,MOBERLY,3,local,1500,0,0,0
11328,MONTPELIER,3,local,1500,0,0,0
11329,MONTVIEW,3,local,1500,0,0,0
11330,MORAINE,3,local,1500,0,0,0
11331,MOTOR,3,local,1500,0,0,0
11333,NEW BERN,3,local,1500,0,0,0
11334,NICHOLSON,3,local,1500,0,0,0
11335,NIXON,3,local,1500,0,0,0
11336,NORFOLK INTL TERM,3,local,1500,0,0,0
11337,NORRIS,3,local,1500,0,0,0
11338,NORTH (NS),3,local,1500,0,0,0
11339,NORTH DORAVILLE,3,local,1500,0,0,0
11340,NORTH WINSTON,3,local,1500,0,0,0
11341,NORTHUMBERLAND,3,local,1500,0,0,0
11342,NORTON,3,local,1500,0,0,0
11343,OAK ST,3,local,1500,0,0,0
11344,OAKDALE,3,local,1500,0,0,0
11346,OAKWOOD,3,local,1500,0,0,0
11347,OLIVER,3,local,1500,0,0,0
11348,ONEIDA,3,local,1500,0,0,0
11349,ONEONTA,3,local,1500,0,0,0
11350,OUTER,3,local,1500,0,0,0
11351,OYAMA,3,local,1500,0,0,0
11352,PARK MANOR,3,local,1500,0,0,0
11353,PBF DELAWARE CITY REFINERY,3,local,1500,0,0,0
11354,PEAGRAM,3,local,1500,0,0,0
11355,PERU,3,local,1500,0,0,0
11356,PETERS CREEK,3,local,1500,0,0,0
11357,PITCAIRN,3,local,1500,0,0,0
11359,POAG,3,local,1500,0,0,0
11360,POE,3,local,1500,0,0,0
11361,POET BIOREFINING FOSTORIA,3,local,1500,0,0,0
11362,POMONA,3,intermodal,5000,0,0,0
11363,PORTLOCK,3,local,1500,0,0,0
11364,POTTSTOWN YARD,3,local,1500,0,0,0
11365,PX,3,local,1500,0,0,0
11366,RARITAN VALLEY CONNECTOR,3,local,1500,0,0,0
11368,READING,3,local,1500,0,0,0
